date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel
2020-03-19T00:00:00.000Z,31,300,269,21,12,267,12,0,1810,0.1657458563535912,4053,20,0
2020-03-20T00:00:00.000Z,30,293,255,23,15,255,12,1,1810,0.161878453038674,3207,196,0
2020-03-21T00:00:00.000Z,35,283,280,27,22,234,15,0,1810,0.156353591160221,2905,377,0
2020-03-22T00:00:00.000Z,54,331,312,38,33,260,22,0,1810,0.1828729281767956,4523,591,0
2020-03-23T00:00:00.000Z,58,363,330,44,37,282,24,0,1810,0.2005524861878453,4053,912,0
2020-03-24T00:00:00.000Z,82,406,354,48,49,309,26,3,1810,0.2243093922651934,3963,1299,0
2020-03-25T00:00:00.000Z,81,427,410,52,54,321,28,1,1810,0.2359116022099448,3666,1654,0
2020-03-26T00:00:00.000Z,82,483,430,56,67,360,31,5,1810,0.2668508287292818,3925,2133,0
2020-03-27T00:00:00.000Z,110,531,482,66,71,394,37,2,1810,0.2933701657458563,3267,2500,0
2020-03-28T00:00:00.000Z,53,527,496,70,82,375,41,1,1810,0.2911602209944751,2834,2941,0
2020-03-29T00:00:00.000Z,70,555,528,80,89,386,50,3,1810,0.3066298342541436,4289,3404,0
2020-03-30T00:00:00.000Z,121,633,584,89,104,440,54,1,1810,0.3497237569060773,3886,3854,0
2020-03-31T00:00:00.000Z,111,683,640,99,113,471,64,4,1810,0.3773480662983426,4005,4462,0
2020-04-01T00:00:00.000Z,147,772,730,111,143,518,72,8,1810,0.4265193370165746,4088,4309,689
2020-04-02T00:00:00.000Z,115,814,729,113,145,556,79,9,1810,0.4497237569060774,4284,4893,720
2020-04-03T00:00:00.000Z,97,812,723,131,159,522,93,5,1810,0.4486187845303867,3494,5401,717
2020-04-04T00:00:00.000Z,73,788,750,140,170,478,107,6,1810,0.4353591160220994,3155,5734,718
2020-04-05T00:00:00.000Z,100,824,738,135,193,496,107,7,1810,0.4552486187845304,4495,6233,693
2020-04-06T00:00:00.000Z,94,806,693,147,208,451,110,8,1810,0.4453038674033149,4088,6513,796
2020-04-07T00:00:00.000Z,72,747,651,160,204,383,106,7,1810,0.412707182320442,4313,6754,819
2020-04-08T00:00:00.000Z,57,691,613,166,196,329,115,9,1810,0.381767955801105,3511,6930,859
2020-04-09T00:00:00.000Z,65,666,632,166,189,311,117,9,1810,0.3679558011049724,3363,7033,944
2020-04-10T00:00:00.000Z,55,672,598,170,173,329,128,8,1810,0.3712707182320442,4086,7155,1002
2020-04-11T00:00:00.000Z,40,625,593,182,163,280,130,6,1810,0.3453038674033149,3172,7263,1061
2020-04-12T00:00:00.000Z,90,668,619,177,175,316,130,7,1810,0.369060773480663,4965,7403,1074
2020-04-13T00:00:00.000Z,91,694,628,192,169,333,137,8,1810,0.3834254143646409,4653,7386,1181
2020-04-14T00:00:00.000Z,75,682,634,178,173,331,134,8,1810,0.3767955801104972,4376,7348,1229
2020-04-15T00:00:00.000Z,69,689,663,179,175,335,132,13,1810,0.3806629834254144,3492,7289,1238
2020-04-16T00:00:00.000Z,51,699,637,182,162,355,137,7,1810,0.3861878453038674,5388,7113,1366
2020-04-17T00:00:00.000Z,48,665,611,165,163,337,124,9,1810,0.3674033149171271,4188,7069,1348
2020-04-18T00:00:00.000Z,42,635,609,174,141,320,118,11,1810,0.350828729281768,3825,6642,1661
2020-04-19T00:00:00.000Z,40,621,571,157,148,316,118,8,1810,0.3430939226519337,5788,6575,1707
2020-04-20T00:00:00.000Z,49,598,545,154,135,309,123,6,1810,0.3303867403314917,5097,6332,1723
2020-04-21T00:00:00.000Z,27,545,507,145,146,254,119,9,1810,0.3011049723756906,4921,6166,1738
2020-04-22T00:00:00.000Z,36,520,484,149,122,249,110,3,1810,0.287292817679558,4822,6044,1739
2020-04-23T00:00:00.000Z,32,493,444,146,106,241,114,4,1810,0.2723756906077348,5353,6091,1605
2020-04-24T00:00:00.000Z,26,464,440,144,109,211,108,3,1810,0.256353591160221,4411,5688,1751
2020-04-25T00:00:00.000Z,8,438,424,136,105,197,107,3,1810,0.2419889502762431,3643,5441,1762
2020-04-26T00:00:00.000Z,33,435,407,142,91,202,111,2,1810,0.2403314917127072,5757,5306,1737
2020-04-27T00:00:00.000Z,21,410,376,132,89,189,101,4,1810,0.2265193370165746,5298,4845,1775
2020-04-28T00:00:00.000Z,28,389,364,127,85,177,100,5,1810,0.2149171270718232,4854,4577,1726
2020-04-29T00:00:00.000Z,23,381,366,122,86,173,96,6,1810,0.2104972375690608,4207,4228,1726
2020-04-30T00:00:00.000Z,19,375,342,112,87,176,90,6,1810,0.207182320441989,5673,3984,1721
2020-05-01T00:00:00.000Z,20,342,323,109,81,152,89,4,1810,0.1889502762430939,4551,3451,1746
2020-05-02T00:00:00.000Z,14,336,329,111,66,159,90,3,1810,0.1856353591160221,3973,3392,1610
2020-05-03T00:00:00.000Z,14,323,297,101,71,151,84,3,1810,0.1784530386740331,5982,3294,1591
2020-05-04T00:00:00.000Z,19,306,274,97,71,138,78,3,1810,0.169060773480663,5531,3058,1545
2020-05-05T00:00:00.000Z,9,269,255,91,61,117,72,2,1810,0.1486187845303867,5408,2822,1488
2020-05-06T00:00:00.000Z,15,265,246,88,61,116,70,1,1810,0.1464088397790055,5362,2730,1439
2020-05-07T00:00:00.000Z,13,252,241,84,59,109,70,1,1810,0.1392265193370166,5634,2543,1423
2020-05-08T00:00:00.000Z,13,241,237,78,53,110,64,6,1810,0.1331491712707182,4819,2340,1365
2020-05-09T00:00:00.000Z,10,245,242,78,50,117,64,2,1810,0.1353591160220994,3270,2411,1204
2020-05-10T00:00:00.000Z,14,243,226,74,52,117,66,5,1810,0.1342541436464088,6334,2318,1202
2020-05-11T00:00:00.000Z,9,227,211,69,54,104,60,5,1810,0.125414364640884,5506,1937,1208
2020-05-12T00:00:00.000Z,10,218,200,65,52,101,56,3,1810,0.1204419889502763,5597,1924,1054
2020-05-13T00:00:00.000Z,10,200,197,61,48,91,53,3,1810,0.1104972375690608,5581,1874,968
2020-05-14T00:00:00.000Z,6,195,186,61,43,91,52,2,1810,0.1077348066298343,5986,1716,917
2020-05-15T00:00:00.000Z,1,186,182,61,43,82,52,0,1810,0.1027624309392265,5174,1608,814
2020-05-16T00:00:00.000Z,4,180,180,60,40,80,51,3,1810,0.09944751381215469,4525,1582,780
2020-05-17T00:00:00.000Z,10,184,172,55,38,91,45,4,1810,0.1016574585635359,6784,1488,756
2020-05-18T00:00:00.000Z,3,170,159,52,42,76,43,3,1810,0.09392265193370165,6222,1271,725
2020-05-19T00:00:00.000Z,7,164,158,51,43,70,40,2,1810,0.09060773480662983,6324,1241,603
2020-05-20T00:00:00.000Z,4,157,144,46,40,71,41,1,1810,0.0867403314917127,6272,1178,570
2020-05-21T00:00:00.000Z,8,149,139,47,31,71,37,0,1810,0.08232044198895028,6558,1045,514
2020-05-22T00:00:00.000Z,5,141,138,46,32,63,37,0,1810,0.07790055248618785,5410,964,455
2020-05-23T00:00:00.000Z,3,141,140,46,33,62,37,0,1810,0.07790055248618785,4774,986,400
2020-05-24T00:00:00.000Z,0,139,124,43,36,60,34,1,1810,0.07679558011049724,7117,916,390
2020-05-25T00:00:00.000Z,8,130,122,41,32,57,29,2,1810,0.0718232044198895,6531,807,345
2020-05-26T00:00:00.000Z,4,122,117,36,37,49,32,0,1810,0.06740331491712707,6475,821,283
2020-05-27T00:00:00.000Z,4,120,113,40,37,43,36,2,1810,0.06629834254143646,6563,775,276
2020-05-28T00:00:00.000Z,7,120,113,36,37,47,34,1,1810,0.06629834254143646,5574,726,273
2020-05-29T00:00:00.000Z,5,117,117,39,36,42,37,0,1810,0.06464088397790055,4730,827,241
2020-05-30T00:00:00.000Z,5,123,122,35,43,45,33,0,1810,0.06795580110497237,4953,820,241
2020-05-31T00:00:00.000Z,5,125,117,35,47,43,31,0,1810,0.06906077348066299,7351,851,245
2020-06-01T00:00:00.000Z,12,126,110,32,45,49,29,3,1810,0.06961325966850829,6487,868,224
2020-06-02T00:00:00.000Z,12,117,110,29,44,44,29,2,1810,0.06464088397790055,6490,965,202
2020-06-03T00:00:00.000Z,8,118,114,28,42,48,25,1,1810,0.06519337016574586,6485,997,225
2020-06-04T00:00:00.000Z,11,125,113,30,37,58,23,0,1810,0.06906077348066299,6894,1083,227
2020-06-05T00:00:00.000Z,8,119,109,29,41,49,23,1,1810,0.06574585635359116,5707,1175,228
2020-06-06T00:00:00.000Z,9,114,112,29,42,43,21,4,1810,0.06298342541436464,5138,1197,239
2020-06-07T00:00:00.000Z,13,122,118,29,42,51,23,2,1810,0.06740331491712707,7776,1273,247
2020-06-08T00:00:00.000Z,17,133,119,30,46,57,23,0,1810,0.07348066298342541,6604,1397,262
2020-06-09T00:00:00.000Z,10,129,116,31,42,56,24,1,1810,0.0712707182320442,6808,1527,259
2020-06-10T00:00:00.000Z,24,138,121,32,45,61,24,1,1810,0.07624309392265194,6897,1670,283
2020-06-11T00:00:00.000Z,13,133,122,35,38,60,24,0,1810,0.07348066298342541,6901,1748,321
2020-06-12T00:00:00.000Z,13,136,124,35,43,58,25,0,1810,0.07513812154696133,5730,1844,338
2020-06-13T00:00:00.000Z,11,133,130,35,45,53,26,1,1810,0.07348066298342541,5104,1915,359
2020-06-14T00:00:00.000Z,15,143,132,31,48,64,23,2,1810,0.07900552486187845,7664,2004,360
2020-06-15T00:00:00.000Z,23,155,133,36,47,72,25,0,1810,0.0856353591160221,6800,2102,393
2020-06-16T00:00:00.000Z,22,153,134,38,43,72,26,1,1810,0.08453038674033149,6956,2352,401
2020-06-17T00:00:00.000Z,22,158,149,36,49,73,29,0,1810,0.08729281767955802,6583,2530,428
2020-06-18T00:00:00.000Z,40,186,160,40,43,103,28,0,1810,0.1027624309392265,6854,2703,471
2020-06-19T00:00:00.000Z,30,190,180,39,47,104,29,1,1810,0.1049723756906077,5792,2901,491
2020-06-20T00:00:00.000Z,34,214,210,41,50,123,28,1,1810,0.118232044198895,5060,2955,508
2020-06-21T00:00:00.000Z,38,247,213,45,59,143,29,0,1810,0.1364640883977901,7820,3062,520
2020-06-22T00:00:00.000Z,23,232,198,43,56,133,29,1,1810,0.1281767955801105,6967,3316,537
2020-06-23T00:00:00.000Z,21,217,191,40,52,125,26,2,1810,0.1198895027624309,6627,3644,561
2020-06-24T00:00:00.000Z,34,222,195,45,45,132,27,3,1810,0.1226519337016575,6666,4019,606
2020-06-25T00:00:00.000Z,26,217,194,44,56,117,28,4,1810,0.1198895027624309,6736,4380,633
2020-06-26T00:00:00.000Z,47,237,218,45,57,135,26,3,1810,0.130939226519337,5554,4658,673
2020-06-27T00:00:00.000Z,27,240,223,40,56,144,22,3,1810,0.1325966850828729,5035,4945,691
2020-06-28T00:00:00.000Z,47,267,227,39,67,161,22,2,1810,0.1475138121546961,7625,5212,689
2020-06-29T00:00:00.000Z,46,272,239,44,68,160,24,0,1810,0.1502762430939227,6912,5740,713
2020-06-30T00:00:00.000Z,53,292,254,56,68,168,24,1,1810,0.1613259668508287,6582,6353,751
2020-07-01T00:00:00.000Z,82,329,280,59,73,197,24,3,1810,0.181767955801105,6381,7160,771
2020-07-02T00:00:00.000Z,65,341,305,72,72,197,28,1,1810,0.1883977900552486,6741,8122,793
2020-07-03T00:00:00.000Z,57,356,311,83,75,198,29,2,1810,0.1966850828729282,5669,8831,879
2020-07-04T00:00:00.000Z,63,366,343,85,84,197,33,6,1810,0.2022099447513812,3900,9399,962
2020-07-05T00:00:00.000Z,82,424,373,94,82,248,32,2,1810,0.2342541436464088,7580,10048,952
2020-07-06T00:00:00.000Z,81,445,365,90,96,259,34,8,1810,0.2458563535911602,6675,10960,1022
2020-07-07T00:00:00.000Z,106,464,406,93,95,276,35,5,1810,0.256353591160221,6440,11959,1202
2020-07-08T00:00:00.000Z,90,490,430,113,89,288,38,5,1810,0.2707182320441989,6483,12955,1357
2020-07-09T00:00:00.000Z,120,548,477,126,100,322,41,5,1810,0.3027624309392265,6617,13934,1643
2020-07-10T00:00:00.000Z,89,559,473,131,105,323,41,4,1810,0.3088397790055248,5620,14968,1806
2020-07-11T00:00:00.000Z,91,562,521,136,120,306,46,5,1810,0.3104972375690608,4855,15773,1916
2020-07-12T00:00:00.000Z,124,638,535,151,125,362,47,7,1810,0.3524861878453039,7556,16583,2017
2020-07-13T00:00:00.000Z,119,653,537,184,121,348,53,4,1810,0.3607734806629834,6781,17718,2251
2020-07-14T00:00:00.000Z,109,639,571,190,140,309,55,7,1810,0.3530386740331492,6685,18749,2483
2020-07-15T00:00:00.000Z,108,676,560,209,121,346,58,6,1810,0.3734806629834254,6558,19993,2733
2020-07-16T00:00:00.000Z,134,687,573,209,132,346,59,9,1810,0.3795580110497238,6787,21203,2938
2020-07-17T00:00:00.000Z,139,701,615,219,150,332,58,12,1810,0.387292817679558,5563,22029,3163
2020-07-18T00:00:00.000Z,103,708,676,235,149,324,57,8,1810,0.3911602209944751,4978,22640,3431
2020-07-19T00:00:00.000Z,154,823,694,271,144,408,74,10,1810,0.4546961325966851,7555,23123,3479
2020-07-20T00:00:00.000Z,143,819,685,265,148,406,79,12,1810,0.4524861878453039,6654,24046,3819
2020-07-21T00:00:00.000Z,126,806,674,257,142,407,81,9,1810,0.4453038674033149,6578,24968,4263
2020-07-22T00:00:00.000Z,134,800,705,285,138,377,80,6,1810,0.4419889502762431,6523,23120,4390
2020-07-23T00:00:00.000Z,127,817,715,311,152,354,84,16,1810,0.4513812154696132,6825,18106,4185
2020-07-24T00:00:00.000Z,106,811,730,329,152,330,87,8,1810,0.4480662983425414,5745,19253,2958
2020-07-25T00:00:00.000Z,90,814,779,322,178,314,99,7,1810,0.4497237569060774,4973,19344,3252
2020-07-26T00:00:00.000Z,124,889,777,312,197,380,100,10,1810,0.4911602209944752,7461,17393,3258
2020-07-27T00:00:00.000Z,138,914,786,317,182,415,95,7,1810,0.5049723756906077,6758,17505,3198
2020-07-28T00:00:00.000Z,122,899,787,323,185,391,95,8,1810,0.4966850828729282,6596,17788,3289
2020-07-29T00:00:00.000Z,117,891,780,336,173,382,97,15,1810,0.4922651933701657,6307,18236,3263
2020-07-30T00:00:00.000Z,95,859,751,319,172,368,102,14,1810,0.474585635359116,5985,18115,3349
2020-07-31T00:00:00.000Z,116,857,771,318,171,368,94,15,1810,0.4734806629834254,5804,18048,3347
2020-08-01T00:00:00.000Z,108,865,811,338,165,362,94,14,1810,0.4779005524861879,4970,17985,3416
2020-08-02T00:00:00.000Z,140,941,823,350,171,420,100,11,1810,0.519889502762431,7335,15814,3597
2020-08-03T00:00:00.000Z,108,916,782,329,147,440,94,15,1810,0.5060773480662983,6687,15921,3360
2020-08-04T00:00:00.000Z,109,879,764,342,165,372,98,11,1810,0.4856353591160221,6778,15927,3261
2020-08-05T00:00:00.000Z,141,894,774,355,164,375,105,10,1810,0.4939226519337017,6411,16072,3184
2020-08-06T00:00:00.000Z,110,876,763,357,150,369,97,9,1810,0.4839779005524862,6494,15660,3333
2020-08-07T00:00:00.000Z,117,879,805,367,159,353,104,11,1810,0.4856353591160221,5478,15814,3535
2020-08-08T00:00:00.000Z,100,893,855,387,178,328,101,14,1810,0.4933701657458564,4694,16040,3346
2020-08-09T00:00:00.000Z,142,996,839,388,199,409,110,7,1810,0.5502762430939226,7408,14457,3441
2020-08-10T00:00:00.000Z,105,931,801,391,183,357,109,15,1810,0.5143646408839779,6492,15014,3230
2020-08-11T00:00:00.000Z,99,896,775,374,191,331,110,11,1810,0.4950276243093923,6830,15870,3206
2020-08-12T00:00:00.000Z,105,872,746,374,171,327,107,15,1810,0.481767955801105,6287,16210,3343
2020-08-13T00:00:00.000Z,137,881,774,372,177,332,108,16,1810,0.4867403314917127,6016,16416,3387
2020-08-14T00:00:00.000Z,105,880,795,369,178,333,103,12,1810,0.4861878453038674,5015,16770,3350
2020-08-15T00:00:00.000Z,112,912,864,384,180,348,111,10,1810,0.5038674033149171,4367,16713,3491
2020-08-16T00:00:00.000Z,124,977,832,375,195,407,107,17,1810,0.5397790055248619,6835,15647,3435
2020-08-17T00:00:00.000Z,82,938,702,393,182,363,109,6,1810,0.518232044198895,5724,16456,3179
2020-08-18T00:00:00.000Z,128,945,693,398,185,362,112,14,1810,0.5220994475138122,5872,16859,3115
2020-08-19T00:00:00.000Z,102,913,697,383,178,352,112,12,1810,0.5044198895027624,5657,16979,3100
2020-08-20T00:00:00.000Z,102,912,674,395,176,341,110,12,1810,0.5038674033149171,5895,17206,2979
2020-08-21T00:00:00.000Z,113,909,720,401,169,339,111,13,1810,0.5022099447513813,5024,17086,2935
2020-08-22T00:00:00.000Z,78,921,769,403,179,339,113,11,1810,0.5088397790055249,4402,17145,2835
2020-08-23T00:00:00.000Z,108,1002,773,406,210,386,113,13,1810,0.5535911602209945,6581,16011,2762
2020-08-24T00:00:00.000Z,111,1011,757,425,201,385,117,15,1810,0.5585635359116022,5785,16963,2372
2020-08-25T00:00:00.000Z,99,974,724,429,180,365,116,19,1810,0.538121546961326,5845,16522,2202
2020-08-26T00:00:00.000Z,127,1000,745,417,191,392,116,10,1810,0.5524861878453039,5757,15961,2248
2020-08-27T00:00:00.000Z,110,1000,740,423,192,385,115,12,1810,0.5524861878453039,5745,16579,2184
2020-08-28T00:00:00.000Z,69,954,741,417,201,336,109,11,1810,0.5270718232044199,4938,16450,2216
2020-08-29T00:00:00.000Z,75,950,781,440,196,314,115,5,1810,0.5248618784530387,4432,16537,2267
2020-08-30T00:00:00.000Z,126,1059,789,453,213,393,124,15,1810,0.5850828729281768,6672,15302,2241
2020-08-31T00:00:00.000Z,107,1061,777,437,208,416,119,22,1810,0.5861878453038674,5999,16418,2012
2020-09-01T00:00:00.000Z,85,1001,755,417,200,384,115,16,1810,0.5530386740331492,6662,17642,1948
2020-09-02T00:00:00.000Z,84,981,730,415,172,394,121,14,1810,0.541988950276243,6168,19276,1999
2020-09-03T00:00:00.000Z,108,968,724,403,157,408,115,15,1810,0.5348066298342542,6137,20065,2006
2020-09-04T00:00:00.000Z,84,962,756,416,145,401,119,12,1810,0.5314917127071823,5040,21318,2070
2020-09-05T00:00:00.000Z,78,979,810,439,147,393,124,15,1810,0.5408839779005525,4572,21760,2257
2020-09-06T00:00:00.000Z,116,1095,810,456,182,457,131,13,1810,0.6049723756906077,6856,21619,2180
2020-09-07T00:00:00.000Z,109,1079,827,457,183,439,132,16,1810,0.5961325966850829,6174,23600,2035
2020-09-08T00:00:00.000Z,100,1111,832,461,189,461,140,21,1810,0.6138121546961326,6058,25614,2084
2020-09-09T00:00:00.000Z,105,1120,848,483,189,448,138,16,1810,0.6187845303867403,6013,27893,2224
2020-09-10T00:00:00.000Z,101,1155,874,492,203,460,137,12,1810,0.638121546961326,5990,30019,2345
2020-09-11T00:00:00.000Z,75,1160,895,486,206,468,133,22,1810,0.6408839779005525,5254,32030,2484
2020-09-12T00:00:00.000Z,100,1160,952,518,205,437,135,15,1810,0.6408839779005525,4693,33232,2733
2020-09-13T00:00:00.000Z,122,1289,970,517,236,536,139,19,1810,0.7121546961325966,6971,33106,2751
2020-09-14T00:00:00.000Z,123,1325,991,522,241,562,138,19,1810,0.7320441988950276,6113,35692,2602
2020-09-15T00:00:00.000Z,105,1290,1000,513,238,539,138,17,1810,0.712707182320442,6107,38713,2758
2020-09-16T00:00:00.000Z,121,1342,1035,528,273,541,141,27,1810,0.7414364640883978,6181,40580,2973
2020-09-17T00:00:00.000Z,103,1361,1019,566,254,541,150,16,1810,0.7519337016574585,6120,42116,3130
2020-09-18T00:00:00.000Z,105,1350,1067,589,258,503,152,20,1810,0.7458563535911602,5006,44566,3113
2020-09-19T00:00:00.000Z,91,1357,1097,614,254,489,154,27,1810,0.7497237569060774,4471,46652,3340
2020-09-20T00:00:00.000Z,102,1454,1177,630,242,582,166,18,1810,0.8033149171270718,5132,46593,3384
2020-09-21T00:00:00.000Z,107,1524,1121,650,283,591,166,32,1810,0.8419889502762431,6561,45976,3302
2020-09-22T00:00:00.000Z,141,1511,1144,634,295,582,164,26,1810,0.8348066298342541,5844,49479,3300
2020-09-23T00:00:00.000Z,117,1534,1182,672,267,595,159,24,1810,0.8475138121546961,5655,52634,3419
2020-09-24T00:00:00.000Z,119,1557,1155,670,279,608,161,31,1810,0.8602209944751381,5807,56258,3456
2020-09-25T00:00:00.000Z,127,1567,1198,711,260,596,174,28,1810,0.8657458563535911,4875,60222,3655
2020-09-26T00:00:00.000Z,122,1605,1276,727,284,594,194,30,1810,0.8867403314917127,4695,63291,3858
2020-09-27T00:00:00.000Z,155,1723,1311,740,291,692,203,27,1810,0.9519337016574586,5427,61024,3818
2020-09-28T00:00:00.000Z,98,1690,1387,764,304,622,196,26,1810,0.9337016574585635,3945,59698,3965
2020-09-29T00:00:00.000Z,142,1837,1297,803,317,717,199,39,1810,1.014917127071823,6739,59125,3847
2020-09-30T00:00:00.000Z,133,1755,1270,827,290,638,205,36,1810,0.9696132596685083,5532,63854,3713
2020-10-01T00:00:00.000Z,133,1733,1303,824,303,606,190,48,1810,0.9574585635359116,5774,64731,4618
2020-10-02T00:00:00.000Z,126,1742,1330,858,300,584,200,28,1810,0.9624309392265193,4605,65503,5009
2020-10-03T00:00:00.000Z,86,1723,1380,854,335,534,214,35,1810,0.9519337016574586,4007,64316,4982
2020-10-04T00:00:00.000Z,132,1857,1367,913,360,584,216,39,1810,1.025966850828729,5631,59401,4679
2020-10-05T00:00:00.000Z,100,1806,1356,883,343,580,219,27,1810,0.9977900552486187,5173,58215,4587
2020-10-06T00:00:00.000Z,108,1803,1290,872,360,571,221,40,1810,0.9961325966850829,5313,56157,4771
2020-10-07T00:00:00.000Z,102,1757,1313,865,339,553,232,26,1810,0.9707182320441989,5355,54943,5027
2020-10-08T00:00:00.000Z,90,1735,1213,865,341,529,233,50,1810,0.9585635359116023,5513,53429,5365
2020-10-09T00:00:00.000Z,96,1634,1232,855,302,477,231,41,1810,0.9027624309392265,5070,50730,5669
2020-10-10T00:00:00.000Z,80,1615,1269,837,307,471,233,33,1810,0.8922651933701657,4436,47851,5389
2020-10-11T00:00:00.000Z,119,1747,1253,841,330,576,233,46,1810,0.9651933701657458,6320,46028,5007
2020-10-12T00:00:00.000Z,102,1695,1205,842,319,534,239,32,1810,0.93646408839779,5326,44081,4654
2020-10-13T00:00:00.000Z,69,1582,1114,806,290,486,249,34,1810,0.8740331491712707,4651,40524,4681
2020-10-14T00:00:00.000Z,26,1405,1014,756,256,393,252,19,1810,0.7762430939226519,253,38948,4323
2020-10-15T00:00:00.000Z,0,1347,1347,734,235,327,253,0,1810,0.7441988950276243,,38269,4323
